Mine ID,Mine Name,Mine Name AKAs,GEM Wiki Page (ENG),GEM Wiki Page (Non-ENG),Status,Status Detail,Project Type,Project Phase,Operators,Owners,Production or Capacity Data,"Coal Output (Annual, Mt)","Coal Ouput (Annual, Mst)",Mine Type,Mining Method,Mine Size (Km2),Mine Depth (m),Depth Accuracy,Coal Type,Coal Grade,Worforce Size,Reserves Total (Proven & Probable),Proven Reserve,Probable Reserve,Resource (Measured),Resource (Indicated),Resource (Measure + Indicated),"Resource (Total - Inferred, Indicated, Measured)",Reserve to Production Ratio (R/P),Coalfield,Location,County,"Prefecture, District","State, Province",Country,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Coal Plant, Steel Plant, Terminal","Coal Plant, Steel Plant, Terminal GEM Wiki",Opening Year,Reported Life of Mine (Remaining)
M1037,Leer South Coal Mine,,https://www.gem.wiki/Leer_South_coal_mine,,Proposed,Announced,New,,"Wolf Run Mining, LLC",Arch Resources,Capacity,2.72,3,Underground,Longwall,105.20,167,Exact,Bituminous,Met,,181,-,-,-,-,-,-,67,Appalachian Region,Grafton,Taylor,,West Virginia,United States,US & Canada,39.341299,-79.976028,Approximate,,,,2021,
M0915,Leeuwpan Coal Mine,,https://www.gem.wiki/Leeuwpan_coal_mine,,Proposed,Construction,Expansion,,Exxaro Coal,Exxaro,Capacity,2.7,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal,,52,46,6,-,-,-,-,19,Witbank,Delmas,Victor Khanye,Nkangala,Mpumalanga,South Africa,Africa & Middle East,-26.1733493,28.7279975,Exact,Coal Plant,Malta Power Station,https://www.gem.wiki/Matla_Power_Station,2020,11
M0915,Leeuwpan coal mine,,https://www.gem.wiki/Leeuwpan_coal_mine,,Operating,,,,Exxaro Coal,Exxaro,Production,3.65,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal & Met,600,59.9,53.7,6.2,101.2,2.6,-,103.7,16,Delmas,Delmas,Victor Khanye,Nkangala,Mpumalanga,South Africa,Africa & Middle East,-26.1733493,28.7279975,Exact,,,,,11
M0916,Leslie 1 Coal Mine,,https://www.gem.wiki/Leslie_1_Mining_Project,,Proposed,Permitted,New,,Anglo American,Anglo American,Capacity,4,,Underground,,97,70,Exact,Bituminous,,685,125,-,-,-,-,-,-,31,Highveld,Leander,Govan Mbeki,Gert Sibande,Mpumalanga,South Africa,Africa & Middle East,-26.28792,28.941667,Approximate,,,,TBD,35
M0272,Liang Bei Coal Mine,河南省许昌新龙矿业有限责任公司梁北煤矿,https://www.gem.wiki/Liang_Bei_coal_mine,https://www.gem.wiki/Liang_Bei_coal_mine,Proposed,Construction,Expansion,,Henan Xuchang Xinlong Mine Industry Company,"Henan Shenhuo Group Company (24%), Shangqiu Oriental Investment Company (14%), Others (62%)",Capacity,1.5,,Underground,,42.33,490,Estimate,Bituminous,Thermal,3500,131.77,-,-,-,-,-,-,88,Pingdingshan,,Liangbei,Yuzhou,Henan,China,East Asia,34.090606,113.464711,Approximate,,,,,40.67
M1159,Liang Bei No.2 Coal Mine,中国平煤神马集团梁北二井（平禹九矿）,https://www.gem.wiki/Liangbei_No.2_Mine,https://www.gem.wiki/中国平煤神马集团梁北二井,Proposed,Construction,New,,China Pingmei Shenma Group,China Pingmei Shenma Energy and Chemical Group,Capacity,1.2,,Underground,,25.76,490,Estimate,Bituminous,,,102.49,-,-,-,-,-,-,85,,Liangbei Town,Yuzhou,Xuchang,Henan,China,East Asia,34.093458,113.515956,Exact,,,,,61
M1160,Liangbaosi Coal Mine,肥城矿业集团梁宝寺能源有限责任公司,https://www.gem.wiki/Liangbaosi_Coal_Mine,https://www.gem.wiki/%E8%82%A5%E5%9F%8E%E7%9F%BF%E4%B8%9A%E9%9B%86%E5%9B%A2%E6%A2%81%E5%AE%9D%E5%AF%BA%E8%83%BD%E6%BA%90%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,,,,"Feicheng Mining Group Liangbaosi Energy Co., Ltd.","Shandong Energy Group Co., Ltd.",Capacity,3.3,,Underground,,95.28,490,Estimate,Bituminous,Thermal & Met,2693,180,-,-,-,-,-,-,55,Juye,Liangbaosi Town,Jiaxiang,Jining,Shandong,China,East Asia,35.575985,116.198410,Exact,,,,2005,
M1161,Liangjiaqi Coal Mine,山西忻州神达梁家碛煤业有限公司,https://www.gem.wiki/Liangjiaqi_Coal_Mine,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E5%BF%BB%E5%B7%9E%E7%A5%9E%E8%BE%BE%E6%A2%81%E5%AE%B6%E7%A2%9B%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,"Shanxi Xinzhou Shenda Energy Group Co., Ltd. (80%) Shanxi Tongqingfeng Energy Development Co., Ltd. (13%) Shanxi Aoda Power Development Co., Ltd. (7%)","Shanxi Xinzhou Shenda Energy Group Co., Ltd.",Capacity,3,,Surface,Open Pit,16.953,59,Estimate,Bituminous,Thermal,129,219.08,-,-,-,-,-,-,73,Hedong,Liujiata Town,Hequ County,Xinzhou,Shanxi,China,East Asia,39.407908,111.324533,Exact,,,,2015,66.4
M0274,Liangshuijing Coal Mine,神木汇森凉水井矿业有限责任公司,https://www.gem.wiki/Liangshuijing_Coal_Mine,https://www.gem.wiki/%E7%A5%9E%E6%9C%A8%E6%B1%87%E6%A3%AE%E5%87%89%E6%B0%B4%E4%BA%95%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8,Operating,,,,Shenmu Huisen Liangshuijing Mining Company,"Shaanxi Investment Group (47%), Shaanxi Yulin Energy Group Huisen Investment and Management (5%), National Energy Investment Group (30%), Shenmu State-owned Assets Operation Company (17%), Others (1%)",Capacity,8,,Underground,,68.90,490,Estimate,Bituminous,,,407,-,-,-,-,-,-,51,,Jinjie Town,Shenmu County,Yulin,Shaanxi,China,East Asia,38.794192,110.246348,Exact,,,,2009,
M0275,Libi Coal Mine,国投晋城能源有限公司里必煤矿,https://www.gem.wiki/Libi_Coal_Mine,https://www.gem.wiki/国投晋城能源有限公司里必煤矿,Proposed,Construction,New,,Guotou Jincheng Energy Investment Company,"China Coal (51%), Shanxi Coking Coal Group (49%)",Capacity,4,,Underground,,43.42,490,Estimate,Anthracite,,,153.57,-,-,-,-,-,-,38,,Longgang Town,Qinshui County,Jincheng,Shanxi,China,East Asia,35.695959,112.289351,Exact,,,,,27.4
M0061,Liddell Coal Mine,,https://www.gem.wiki/Liddell_Colliery,,Operating,,,,,"Glencore (50%), Mitsui Matsushima Australia (50%)",Production,4,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal & Met,,11,10,1,210,-,-,850,3,Hunter,Ravensworth,,,New South Wales,Australia,Australia & NZ,-32.4092227,151.0285539,Exact,,,,1923,
M0276,Lijiahao Coal Mine,神华集团包头矿业有限责任公司李家壕煤矿,https://www.gem.wiki/Lijiahao_Coal_Mine,https://www.gem.wiki/%E7%A5%9E%E5%8D%8E%E9%9B%86%E5%9B%A2%E5%8C%85%E5%A4%B4%E7%9F%BF%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%9D%8E%E5%AE%B6%E5%A3%95%E7%85%A4%E7%9F%BF,Operating,,,,Shenhua Group Baotou Mining Company,National Energy Investment Group,Capacity,6,,Underground,,67.65,490,Estimate,Bituminous,Thermal,,607,-,-,-,-,-,-,101,,Tongchuan Town,Dongsheng District,Ordos,Inner Mongolia,China,East Asia,39.738114,110.024669,Exact,,,,2016,25
M1418,Lijiaqu Coal Mine,准格尔旗川掌李家渠煤炭有限责任公司,https://www.gem.wiki/Lijiaqu_coal_mine,https://www.gem.wiki/准格尔旗川掌李家渠煤炭有限责任公司,Operating,,,,Zhungeer Qichuanzhang Lijiaqu Coal Company,Pan Taiyong,Capacity,1.2,,Surface,Open Pit,,59,Estimate,Bituminous,,50,-,-,-,-,-,-,-,,Dongshen Coalfield,Narisong town,Zhungeer Banner,Ordos,Inner Mongolia,China,East Asia,39.475602,110.520839,Exact,,,,,
M1162,Lijiata Coal Mine,内蒙古李家塔煤矿,https://www.gem.wiki/Lijiata_Coal_Mine,https://www.gem.wiki/%E5%86%85%E8%92%99%E5%8F%A4%E6%9D%8E%E5%AE%B6%E5%A1%94%E7%85%A4%E7%9F%BF,Operating,,,,Inner Mongolia Lijiata Coal Mine,Inner Mongolia Autonomous Region Prison Administration,Capacity,3,,Underground,Longwall,16.3522,490,Estimate,Bituminous,Thermal,,184.64,-,-,-,-,-,-,62,Dongsheng of Shengdong,Ulan Mulun Town,Yijinhuoluo Banner,Ordos,Inner Mongolia,China,East Asia,39.383713,110.105544,Exact,,,,1998,47.2
M1038,Lila Canyon Coal Mine,,https://www.gem.wiki/Lila_Canyon,,Operating,,,,Emery County Coal Resources,ACNR Holdings,Production,2.4,2.6,Underground,,,373,Estimate,Bituminous,,271,-,-,-,-,-,-,-,,Uinta Basin,,,,Utah,United States,US & Canada,39.615848,-110.436869,Exact,,,,,
M1429,Liliu Xinrui Coal Mine,山西离柳鑫瑞煤业有限公司鑫瑞煤矿,https://www.gem.wiki/Xinrui_coal_mine,https://www.gem.wiki/山西离柳鑫瑞煤业有限公司鑫瑞煤矿,Operating,Test Operation,,,Shanxi Liliu Xinrui Coal Industry Co.,"Shanxi Liliu Coking Coal Group (65%), Shanxi Xinmin Energy Investment Group (20%), Shanxi Yuhang Investment Management Company(15%)",Capacity,1.2,,Underground,,4.2318,490,Estimate,Bituminous,,650,24.856,-,-,-,-,-,51,21,He Dong Coal Field,Linjiaping Town,Linxian,Luliang,Shanxi,China,East Asia,37.627097,110.887468,Exact,,,,,
M1316,Limin Coal Mine,内蒙古利民煤焦有限责任公司利民煤矿,https://www.gem.wiki/Limin_coal_mine,https://www.gem.wiki/内蒙古利民煤焦有限责任公司利民煤矿,Operating,,,,Inner Mongolia Limin Coal Co.,National Energy Investment Group,Capacity,1.5,,Underground,,,490,Estimate,Bituminous,Met,850,58.41,-,-,-,-,-,-,39,Zhuozishan coal field,Qipanjing Town,Otog Banner,Ordos,Inner Mongolia,China,East Asia,39.426993,106.943927,Approximate,,,,,27.8
M0150,Line Creek Coal Mine,,https://www.gem.wiki/Line_Creek_Mine,,Operating,,,,Teck Coal,Teck Resources,Production,3.5,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal & Met,490,40.4,3.9,36.5,331.8,-,-,1174.9,12,,Sparwood,,,British Columbia,Canada,US & Canada,49.917,-114.776,Exact,,,,,18
M0567,Lingaraj Coal Mine,,https://www.gem.wiki/Lingaraj_coal_mine,,Operating,,,,Mahanadi Coalfields Limited (MCL),Coal India,Production,14.007,,Surface,Open Pit,14.10,272,Exact,Lignite,Thermal,,309.65,309.65,-,-,-,-,30,22,Talcher,,,Angul,Odisha,India,South Asia,20.960432,85.200747,Exact,,,,2009,21
M0277,Lingbei Coal Mine,山西汾西矿业（集团）有限责任公司灵北煤矿,https://www.gem.wiki/Lingbei_Coal_Mine,https://www.gem.wiki/山西汾西矿业（集团）有限责任公司灵北煤矿,Proposed,Permitted,New,,Shanxi Fenxi Mining (Group) Company,"Shanxi Coking Coal Group (59%), China Cinda Asset Management Company (36%), China Huarong Asset Management Company (2%), China Construction Bank (2%), Others (1%)",Capacity,2.4,,Underground,,29.54,490,Estimate,Bituminous,Met,,219.67,-,-,-,-,-,-,92,,Liangdu Town,Lingshi,Jinzhong,Shanxi,China,East Asia,36.943231,111.710691,Exact,,,,,65.4
M0278,Lingdong Coal Mine,扎赉诺尔煤业有限责任公司灵东煤矿,https://www.gem.wiki/Lingdong_Coal_Mine,https://www.gem.wiki/%E6%89%8E%E8%B5%89%E8%AF%BA%E5%B0%94%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%81%B5%E4%B8%9C%E7%85%A4%E7%9F%BF,Operating,,,,Zhalainuo'er Coal Industry Company,China Huaneng,Capacity,6.5,,Underground,,27.80,490,Estimate,Lignite,Thermal,,654,-,-,-,-,-,-,101,,,Zhalai Nuoer District,Manzhouli,Inner Mongolia,China,East Asia,49.393174,117.766854,Exact,,,,2011,101
M1163,Linglu Coal Mine,扎赉诺尔煤业有限责任公司灵露煤矿,https://www.gem.wiki/Linglu_Coal_Mine,https://www.gem.wiki/%E6%89%8E%E8%B5%89%E8%AF%BA%E5%B0%94%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%81%B5%E9%9C%B2%E7%85%A4%E7%9F%BF,Operating,,,,Zhalai Nuoer Coal Industry Company,China Huaneng,Capacity,3.9,,Underground,Longwall,12.35,490,Estimate,Lignite,Thermal,,278.3,-,-,-,-,-,-,71,,Zhalai Nuoer District,Manzhouli,Hulun Buir,Inner Mongolia,China,East Asia,49.450319,117.743275,Exact,,,,2016,71.4
M1164,Lingquan Coal Mine,扎赉诺尔煤业有限责任公司灵泉煤矿,https://www.gem.wiki/Lingquan_Coal_Mine,https://www.gem.wiki/%E6%89%8E%E8%B5%89%E8%AF%BA%E5%B0%94%E7%85%A4%E4%B8%9A%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%81%B5%E6%B3%89%E7%85%A4%E7%9F%BF,Operating,,,,Zhalai Nuoer Coal Industry Company,China Huaneng,Capacity,3.9,,Underground,Longwall,31.1,490,Estimate,Lignite,Thermal,,441,-,-,-,-,-,-,113,,Zhalai Nuoer District,Manzhouli,Hulun Buir,Inner Mongolia,China,East Asia,49.484131,117.695322,Exact,,,,1936,
M1165,Lingxin Coal Mine,国家能源集团宁夏煤业有限责任公司灵新煤矿,https://www.gem.wiki/Lingxin_Coal_Mine,https://www.gem.wiki/%E5%9B%BD%E5%AE%B6%E8%83%BD%E6%BA%90%E6%8A%95%E8%B5%84%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E7%81%B5%E6%96%B0%E7%85%A4%E7%9F%BF,Operating,,,,"National Energy Investment Group Ningxia Coal Industry Co., Ltd.","National Energy Investment Group Co., Ltd.",Capacity,3.9,,Underground,Longwall,12.09,490,Estimate,Bituminous,Thermal,1393,140,-,-,-,-,-,-,36,Ningdong,Ningdong Town,Lingwu City,Yinchuan,Ningxia,China,East Asia,38.082804,106.643080,Exact,,,,1999,25.7
M1319,Linhuan Coal Mine,淮北矿业股份有限公司临涣煤矿,https://www.gem.wiki/Linhuan_Coal_Mine,https://www.gem.wiki/%E6%B7%AE%E5%8C%97%E7%9F%BF%E4%B8%9A%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E4%B8%B4%E6%B6%A3%E7%85%A4%E7%9F%BF,Operating,,,,Huaibei Mining Company,Huaibei Mining Group,Capacity,2.6,,Underground,Bord and Pillar,49.6624,500,Exact,Bituminous,Met,3105,172.377,-,-,-,-,-,-,66,Huaibei,Hancun Town,Suixi,Huaibei,Anhui,China,East Asia,33.633372,116.633803,Exact,Steel Plant,"Bao Steel, Ma Steel",,1985,34
M1166,Linyou Cuimu Coal Mine,陕西永陇能源开发建设有限责任公司崔木煤矿,https://www.gem.wiki/Linyou_Cuimu_Coal_Mine,https://www.gem.wiki/陕西永陇能源开发建设有限责任公司崔木煤矿,Operating,,,,Shaanxi Yonglong Energy Development Co.,"Shaanxi Investment Group (30.15%), Dangling Group (55%), Others (14.85%)",Capacity,4,,Underground,,49.52,490,Estimate,Bituminous,,,325.07,-,-,-,-,-,-,81,,Cuimu Town,Linyou,Baoji,Shaanxi,China,East Asia,34.862799,107.844317,Exact,,,,,60.2
M1269,Listvianskaya Coal Mine,,https://www.gem.wiki/Listvianskaya_mine,,Operating,,,,VostSibUgol (VSU) Company,En+Group,Production,5,,Surface,Open Pit,,59,Estimate,Bituminous,Met,,895,-,-,-,-,-,-,179,Listvianskaya,,,,Novosibirsk,Russia,Eurasia,55.024308,82.82695,Approximate,Steel Plant,,,,
M1270,Listvyanichny-Listvenichny Listvian Coal Mine,Листвяничный,https://www.gem.wiki/Listvyanichny_coal_mine,,Proposed,Announced,New,,KTK,KTK,Capacity,3,,Surface,Open Pit,,59,Estimate,Bituminous,Thermal,,67,-,-,-,-,-,-,22,,,,Kuznetsk,Kemerovo,Russia,Eurasia,54.410678,86.794083,Approximate,,,,2018,
M0818,Listvyazhnaya Coal Mine,Листвяжная,https://www.gem.wiki/Listvyazhnaya_coal_mine,,Operating,,,,SDS UGOL,Siberian Business Union-Coal (SBU),Production,6.15,,Underground,Bord and Pillar,,448,Estimate,Bituminous,Thermal,,87,-,-,-,-,-,-,14,Egozovo-Krasnoyarsk,Gramoteino,,Belovsky,Kemerovo,Russia,Eurasia,54.521779,86.405582,Exact,,,,,
M0279,Liushenyu Coal Mine,山西通洲集团留神峪煤业有限公司,https://www.gem.wiki/Liushenyu_coal_mine,https://www.gem.wiki/山西通洲集团留神峪煤业有限公司,Operating,,,,Shanxi Tongzhou Group Liushenyu Coal Industry Company,Shanxi Tongzhou Coal and Coke Group,Capacity,1.2,,Underground,,15.86,490,Estimate,Bituminous,,150,45.88,-,-,-,-,-,-,38,,Liyuan Town,Qinyuan County,Changzhi,Shanxi,China,East Asia,36.592988,112.209382,Exact,,,,,27.38
M1167,Liuta Coal Mine,神华神东煤炭集团有限责任公司柳塔煤矿,https://www.gem.wiki/Liuta_Coal_Mine,https://www.gem.wiki/%E7%A5%9E%E5%8D%8E%E7%A5%9E%E4%B8%9C%E7%85%A4%E7%82%AD%E9%9B%86%E5%9B%A2%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%9F%B3%E5%A1%94%E7%85%A4%E7%9F%BF,Operating,,,,"Shenhua Shendong Coal Group Co., Ltd.",China Shenhua Energy Corporation,Capacity,3,,Underground,Longwall,13.6185,490,Estimate,Bituminous,Thermal,419,-,-,-,-,-,-,212,,Shendong,Ulan Mulun Town,Yijin Holo Banner,Ordos,Inner Mongolia,China,East Asia,39.493392,110.089764,Exact,,,,1990,32.7
M1168,Liuwan Coal Mine,山西汾西矿业（集团）有限责任公司柳湾煤矿,https://www.gem.wiki/Liuwan_Coal_Mine,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E6%B1%BE%E8%A5%BF%E7%9F%BF%E4%B8%9A%EF%BC%88%E9%9B%86%E5%9B%A2%EF%BC%89%E6%9C%89%E9%99%90%E8%B4%A3%E4%BB%BB%E5%85%AC%E5%8F%B8%E6%9F%B3%E6%B9%BE%E7%85%A4%E7%9F%BF,Operating,,,,"Shanxi Fenxi Mining (Group) Co., Ltd.","Shanxi Coking Coal Group Co.,Ltd.",Capacity,3,,Underground,Longwall,75.33,490,Estimate,Bituminous,Thermal,3901,228.17,-,-,-,-,-,-,76,Hedong,Yangquanqu Town,Xiaoyi City,Luliang,Shanxi,China,East Asia,37.073852,111.536608,Exact,,,,1962,54.71
M0280,Liuzhuang Coal Mine,中煤新集能源股份有限公司刘庄煤矿,https://www.gem.wiki/Liuzhuang_Coal_Mine,https://www.gem.wiki/%E4%B8%AD%E7%85%A4%E6%96%B0%E9%9B%86%E8%83%BD%E6%BA%90%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E5%88%98%E5%BA%84%E7%85%A4%E7%9F%BF,Operating,,,,China Coal Xinji Energy,"China Coal (30%), Guohua Energy Company (7%), Anhui Xinji Coal and Electricity Group (7%), Others (55%)",Capacity,11.4,,Underground,,82.21,490,Estimate,Bituminous,Thermal,,623,-,-,-,-,-,-,55,,,Yingshang,Fuyang,Anhui,China,East Asia,32.805365,116.285412,Exact,,,,2007,64
M1039,Lively Grove Coal Mine,,https://www.gem.wiki/Lively_Grove_Mine,,Operating,,,,Prairie State Generating Company,Prairie State Generating Company,Production,5.81,6.4,Underground,,214,69,Estimate,Bituminous,Thermal,458,-,-,-,-,-,-,-,,Illinois Basin,Marissa,Washington,,Illinois,United States,US & Canada,38.280355,-89.659076,Exact,,,,2011,
M1377,Logan Coal Complex,,https://www.gem.wiki/Logan_County_Complex,,Operating,,,,Greenbrier Minerals,Coronado,Production,1.6,,Underground & Surface,Mixed,,59,Estimate,Bituminous,Thermal & Met,,86,58,28,-,-,-,-,54,Appalachia,,Logan,,West Virginia,United States,US & Canada,37.973681,-82.017534,Approximate,,,,,
M1169,Longquan Coal Mine,太原煤气化（集团）有限责任公司龙泉煤矿（太原煤气化龙泉能源发展有限公司）,https://www.gem.wiki/Longquan_Coal_Mine,https://www.gem.wiki/%E5%A4%AA%E5%8E%9F%E7%85%A4%E6%B0%94%E5%8C%96%E9%BE%99%E6%B3%89%E8%83%BD%E6%BA%90%E5%8F%91%E5%B1%95%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8,Operating,,,,"Taiyuan Coal Gasification (Group) Co., Ltd. (51%) China Coal Energy Co., Ltd. (40%) China Coal Energy Group Co., Ltd. (9%)",China Coal,Capacity,4,,Underground,Longwall,35.2373,490,Estimate,Bituminous,Thermal & Met,1720,505.91,-,-,-,-,-,-,126,Xishan,Jingyou Town,Loufan County,Taiyuan,Shanxi,China,East Asia,38.17230,111.773122,Exact,,,,2012,
M1040,Longview Coal Mine,,https://www.gem.wiki/Longview_coal_mine,,Proposed,Exploration,New,,North Central Resources,"AMCI (42.38%), Itochu (25%), POSCO (22.05%), JAZ (10.58%)",Capacity,3.63,4,Underground,,,446,Estimate,Bituminous,Met,,141,-,-,-,-,-,-,39,,,Barbour,,West Virginia,United States,US & Canada,39.121617,-79.969246,Approximate,,,,2022,
M0281,Longwan Coal Mine,山西晋煤沁秀龙湾能源有限公司龙湾煤矿,https://www.gem.wiki/Longwan_coal_mine,https://www.gem.wiki/山西晋煤沁秀龙湾能源有限公司龙湾煤矿,Proposed,Construction,New,,Shanxi Jinmei Qinxiulong Bay Energy Company,"Shanxi Jincheng Anthracite Coal Industry Group (44%), Yangquan Coal Industry Group (18%), Yangcheng County Yangtai Group (21%), Shanxi Yujin Trading Company (9%), Shanxi Juhuang Century Investment Company (6%), Others (2%)",Capacity,4,,Underground,,103.58,490,Estimate,Anthracite,,50,394.67,-,-,-,-,-,-,99,Qinshui,Qinchi Town,Yangcheng County,Jincheng,Shanxi,China,East Asia,35.581287,112.222324,Exact,,,,,70.5
M0282,Longwanggou Coal Mine,鄂尔多斯市国源矿业开发有限责任公司龙王沟煤矿,https://www.gem.wiki/Longwanggou_mine,https://www.gem.wiki/鄂尔多斯市国源矿业开发有限责任公司龙王沟煤矿,Operating,,,,Ordos Guoyuan Mining Development Company,"China Datang Corporation (51%), Luen Mei Group (49%)",Capacity,10,,Underground,,51.15,490,Estimate,Bituminous,,,787.76,-,-,-,-,-,-,79,,Xuejiawan Town,Jungar Banner,Ordos,Inner Mongolia,China,East Asia,39.810538,111.214212,Exact,,,,,56.3
M0062,Loy Yang Coal Mine,,https://www.gem.wiki/Loy_Yang_mine,,Operating,,,,Loy Yang,AGL Energy,Production,28,,Surface,Open Pit,6.50,50,Estimate,Subbituminous,Thermal,,-,-,-,-,-,-,1680,,Gippsland,Traralgon,,,Victoria,Australia,Australia & NZ,-38.2347,146.564,Exact,Coal Plant,Loy Yang Power Station,https://www.gem.wiki/Loy_Yang_A_power_station,1982,28
M1170,Lu'an Licun Coal Mine,山西潞安矿业集团慈林山煤业公司李村煤矿,https://www.gem.wiki/Lu%27an_Licun_Coal_Mine,https://www.gem.wiki/山西潞安矿业集团慈林山煤业公司李村煤矿,Operating,,,,Shanxi Lu'an Mining Group Cilinshan Coal Industrial Co.,Lu'an Group,Capacity,3,,Underground,,32.23,490,Estimate,Bituminous,,,323.19,-,-,-,-,-,-,108,,Dabaotou Town,Changzi,Changzhi,Shanxi,China,East Asia,36.088815,112.862814,Exact,,,,,33
M0283,Lu'an Wangzhuang Coal Mine,山西潞安环保能源开发股份有限公司王庄煤矿,https://www.gem.wiki/Lu%27an_Wangzhuang_Coal_Mine,https://www.gem.wiki/%E5%B1%B1%E8%A5%BF%E6%BD%9E%E5%AE%89%E7%8E%AF%E4%BF%9D%E8%83%BD%E6%BA%90%E5%BC%80%E5%8F%91%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E7%8E%8B%E5%BA%84%E7%85%A4%E7%9F%BF,Operating,,,,Shanxi Lu'an Environmental Energy Development Company,Shanxi Lu’an,Capacity,7.1,,Underground,,79.45,490,Estimate,Bituminous,Met,,267,-,-,-,-,-,-,38,,,Gu County,Changzhi,Shanxi,China,East Asia,36.373933,113.01989,Exact,,,,1966,37
M1171,Lu’an Xinjiang Surface Coal Mine,潞安新疆煤化工（集团）有限公司露天煤矿,https://www.gem.wiki/Lu%E2%80%99an_Xinjiang_Surface_Coal_Mine,https://www.gem.wiki/%E6%BD%9E%E5%AE%89%E6%96%B0%E7%96%86%E7%85%A4%E5%8C%96%E5%B7%A5(%E9%9B%86%E5%9B%A2)%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8%E9%9C%B2%E5%A4%A9%E7%85%A4%E7%9F%BF,Operating,,,,"Lu'an Xinjiang Coal Chemical (Group) Co., Ltd.","Lu'an Chemical Group Co., Ltd.",Capacity,3,,Surface,Open Pit,7.1623,59,Estimate,Bituminous,Thermal,1906,9,-,-,-,-,-,-,3,Santanghu,Sandaoling,Yizhou District,Hami,Xinjiang,China,East Asia,43.136922,92.663222,Approximate,,,,1970,3
M1172,Lucun No.1 Coal Mine,富县矿业开发有限公司芦村一号煤矿,https://www.gem.wiki/Lucun_No.1_Coal_Mine,https://www.gem.wiki/富县矿业开发有限公司芦村一号煤矿,Proposed,Construction,Upgrade,,Fuxian Mining Development Co.,"Yan’an Energy & Chemical Group (51%), China Huadian (49%)",Capacity,2.4,,Underground,,133.66,490,Estimate,Bituminous,,,96.46,-,-,-,-,-,133,40,,Zhiluo Town,Fu County,Yan'an,Shaanxi,China,East Asia,35.867195,108.833981,Exact,,,,,
M1410,Luhanske Coal Mine,Луганське,https://www.gem.wiki/Luhanske_Coal_Mine,,Operating,,,,Luhansk Coal,Tsentrugol,Production,1.5,,Underground,,,730,Estimate,Bituminous,,,-,-,-,-,-,-,-,,,Katerynivka,,Lutuhyne,Luhansk,Ukraine,Europe (non-EU),48.5518458,39.1745283,Exact,,,,1975,
M0284,Luntai Yangxia Coal Mine,新疆神新发展有限责任公司轮台阳霞煤矿,https://www.gem.wiki/Luntai_Yangxia_coal_mine,https://www.gem.wiki/新疆神新发展有限责任公司轮台阳霞煤矿,Proposed,Permitted,New,,Xinjiang Shenxin Development Company,"Xinjiang Shenxin Development Company (67%), Trade Union Committee (33%)",Capacity,1.2,,Underground,,11.36,490,Estimate,Bituminous,Thermal,550,180,-,-,-,-,-,-,150,,,Luntai County,Bayingoleng Mongolian Autonomous Prefecture,Xinjiang,China,East Asia,41.962115,84.53258,Exact,,,,,
M0285,Luotuoshan Coal Mine,神华集团海勃湾矿业有限责任公司骆驼山煤矿,https://www.gem.wiki/Luotuoshan_Coal_Mine,https://www.gem.wiki/神华集团海勃湾矿业有限责任公司骆驼山煤矿,Proposed,Construction,New,,Shenhua Group Haibowan Mining Company,National Energy Investment Group,Capacity,1.5,,Underground,,28.47,490,Estimate,Bituminous,,,-,-,-,-,-,-,-,,,Luotuoshan,Haibowan,Wuhai,Inner Mongolia,China,East Asia,39.562707,106.91727,Exact,,,,,52.6
